Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,UWB CASCADIA CC WEST LEVEL 2E,18231 110th Ave NE,,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.75966,-122.19387,2023-11-10,193878,2023-11-10 00:40:08 UTC,,,,2021-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UWB CASCADIA CC WEST LEVEL 1 W,18231 110th Ave NE,,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.759647,-122.193886,2023-11-10,193879,2023-11-10 00:40:08 UTC,,,,2021-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UWB CASCADIA CC WEST LEVEL 3 E,18231 110th Ave NE,,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.75966,-122.19386,2023-11-10,193880,2023-11-10 00:40:08 UTC,,,,2021-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UWB CASCADIA CC WEST LEVEL 2 W,18231 110th Ave NE,,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.75964,-122.19391,2023-11-10,193881,2023-11-10 00:40:09 UTC,,,,2021-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NRB Visitor Parking Lot,1111 Washington St SE,,Olympia,WA,98501,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.037347,-122.897324,2023-11-10,193923,2023-11-10 01:12:45 UTC,,,,2021-08-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Kroger Fred Meyer 655 (Port Orchard, WA)",1900 SE Sedgwick Rd,,Port Orchard,WA,98366,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,47.50453,-122.62941,2023-11-10,193924,2023-11-10 01:14:30 UTC,,,,2021-08-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UWB CASCADIA CC WEST LEVEL 1 E,18231 110th Ave NE,,Bothell,WA,98011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.759598,-122.193902,2023-11-10,193929,2023-11-10 00:40:08 UTC,,,,2021-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Overlake Medical Pavilion - Garage 5,1231 116th Ave NE,,Bellevue,WA,98004,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.621194,-122.186139,2023-11-09,193933,2023-11-09 23:58:13 UTC,,,,2021-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Red Parking Lot,110 9th Ave SW,,Puyallup,WA,98371,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.185296,-122.299236,2023-11-09,194033,2023-11-09 23:58:11 UTC,,,,2021-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,HAAGEN HAAGEN 1,1318 NE 136th Ave,,Vancouver,WA,98684,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.631806,-122.535112,2023-11-10,194315,2023-11-10 00:46:29 UTC,,,,2021-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HAAGEN HAAGEN 2,1501 NE 131st Ave,,Vancouver,WA,98684,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.633264,-122.536477,2023-11-10,194316,2023-11-10 00:46:29 UTC,,,,2021-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Safeway 911 11th St,911 11th Street,,Anacortes,WA,98221,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,48.5126865,-122.611788,2023-11-10,194585,2023-11-10 01:23:08 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Clearwater Casino 01 - 04,15347 Suquamish Way Northeast,,Suquamish,WA,98392,,888-264-2208,E,,Public,Mon 12:00am - 11:59pm; Tue 12:00am - 11:59pm; Wed 12:00am - 11:59pm; Thu 12:00am - 11:59pm; Fri 12:00am - 11:59pm; Sat 12:00am - 11:59pm; Sun 12:00am - 11:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,47.713073982,-122.569902338,2023-11-10,194586,2023-11-10 01:22:23 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,1217 STATE SATURNA 01,1217 N State St,,Bellingham,WA,98225,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.747824,-122.478347,2023-11-10,194653,2023-11-10 00:46:44 UTC,,,,2021-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HUB Garage,19235 International Boulevard,Alaska Airlines Corporate Hub Parking Garage. Accessible only to employees of Alaska Airlines Group and their valued guests.,Seattle,WA,98188,,800-663-5633,E,,Public,24 hours daily,,,,,,44,,,Blink Network,http://www.blinkcharging.com/,GPS,47.43001676,-122.2961501,2023-11-10,194709,2023-11-10 00:02:09 UTC,,,,2019-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$1.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false
ELEC,531608 : UW Tacoma C17 Garage,1717 Market Street,,Tacoma,WA,98402,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2464713,-122.4396442,2023-11-09,194710,2023-11-09 23:59:30 UTC,,,,2019-01-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Light House Park,609 Front Street,,Mukilteo,WA,98275,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.9487555,-122.3062009,2023-11-10,194789,2023-11-10 00:01:40 UTC,,,,2018-07-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Main Street #5,Main & 6th Streets.,,Edmonds,WA,98020,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8105149,-122.3748742,2023-11-10,194790,2023-11-10 00:00:34 UTC,,,,2019-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Willows A,11431 Willows Road,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.70340520000001,-122.15378520000002,2023-11-10,194791,2023-11-10 00:02:32 UTC,,,,2012-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Sequim City/ Clallam PUD,150 N. Govan Ave,Charging station owner is City of Sequim. Landowner is Clallam County PUD.,Sequim,WA,98382,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.079887824216,-123.09749698672,2023-11-10,194793,2023-11-10 00:01:38 UTC,,,,2019-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Cochran Main Office,12500 Aurora Avenue,,Seattle,WA,98133,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7199844,-122.3440925,2023-11-10,194794,2023-11-10 00:01:06 UTC,,,,2012-02-07,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Troy Block (Stations Not Installed),300 Boren Avenue North,,Seattle,WA,98109,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6212213,-122.3353408,2023-11-10,194796,2023-11-10 00:03:17 UTC,,,,2015-02-16,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Pike Motorworks,715 East Pine Street,,Seattle,WA,98122,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6147668,-122.3226291,2023-11-10,194798,2023-11-10 00:04:15 UTC,,,,2015-07-10,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Vancouver, Wa #5816",9812 NE Highway 99,,Vancouver,WA,98665,,800-663-5633,T,2022-10-08,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,45.692621,-122.657682,2023-11-10,194807,2023-11-10 00:02:01 UTC,,,,2011-11-22,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Vancouver, WA #11653",6708 NE 63rd St,,Vancouver,WA,98661,,800-663-5633,T,2022-09-16,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,45.6679357,-122.6039051,2023-11-10,194808,2023-11-10 00:02:01 UTC,,,,2011-11-24,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Kent,24437 Russell Road,,Kent,WA,98032,,855-900-7584,E,,Public,24 hours daily,,,,,,4,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.381517,-122.26211,2023-11-10,194916,2023-11-10 01:12:47 UTC,,,,2021-09-02,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SNOQUALMIE CITY FALLS AVE,8125 Falls Ave SE,,Snoqualmie,WA,98065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.527683,-121.8237,2023-11-10,194942,2023-11-10 00:47:19 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SNOQUALMIE CITY COMMUNITY LOT,35016 SE Ridge St,,Snoqualmie,WA,98065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.532721,-121.873105,2023-11-10,194943,2023-11-10 00:47:19 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SNOQUALMIE CITY CITY HALL,8161 Maple Ave SE,,Snoqualmie,WA,98065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.52717,-121.82621,2023-11-10,194944,2023-11-10 00:47:20 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Shoalwater Bay Casino,4112 State Route 105,,Grayland,WA,98590,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.7250165,-124.0206708,2023-11-09,194995,2023-11-09 23:59:28 UTC,,,,2018-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Hotel lndigo Everett,1028 13th Street,,Everett,WA,98201,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,48.0000028,-122.2146431,2023-11-10,195057,2023-11-10 00:01:37 UTC,,,,2019-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.35/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,City of Waitsburg,128 Coppei Avenue,,Waitsburg,WA,99361,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,46.2707488,-118.1532507,2023-11-10,195058,2023-11-10 00:02:10 UTC,,,,2019-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,1203 Parking Lot,1203 26th Street,,Anacortes,WA,98221,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.5012896,-122.6152529,2023-11-10,195114,2023-11-10 00:03:06 UTC,,,,2014-12-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.70/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Bothell, WA #6614",20812 Bothell-Everett Hwy,,Bothell,WA,98201,,800-663-5633,T,2023-02-27,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.808371,-122.208706,2023-11-10,195115,2023-11-10 00:02:01 UTC,,,,2015-11-11,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531606 : Willows Commerce Park - DigiPen,9931 Willows Road,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.688818,-122.150315,2023-11-09,195116,2023-11-09 23:59:29 UTC,,,,2019-01-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,929 Office Tower,929 108th Avenue NE,"Charging stations available on Parking Level B.",Bellevue,WA,98004,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.618317,-122.1969022,2023-11-09,195117,2023-11-09 23:59:24 UTC,,,,2021-09-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Venn at Main Apartments,10333 NE 1st St,,Bellevue,WA,98004,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6110064,-122.2021671,2023-11-10,195118,2023-11-10 00:01:09 UTC,,,,2016-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Sunset North,3100 139th Avenue Southeast,,Bellevue,WA,98005,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.582405,-122.153989,2023-11-09,195119,2023-11-09 23:58:52 UTC,,,,2018-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,431602 : Kinects Tower - 1823 Minor Avenue,1823 Minor Avenue,The stations are in an access only garage. No public charging available.,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6171782,-122.3313731,2023-11-09,195120,2023-11-09 23:59:24 UTC,,,,2018-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,1600 Seventh,1600 7th Ave,Daily parking rates posted at garage entrance.,Seattle,WA,98191,,800-663-5633,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6132353,-122.3344034,2023-11-10,195122,2023-11-10 00:04:08 UTC,,,,2015-11-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,$1.80/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Queen Anne Square,200 West Mercer Street,,Seattle,WA,98119,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6246042,-122.35931820000002,2023-11-10,195123,2023-11-10 00:02:05 UTC,,,,2012-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Washington State Convention Center Parking Garage,705 Pike ST,"The stations are located on the Blue Level, aisle A. The garage opens at 5:30 am and closes at midnight.",Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.611378281765,-122.3314401402,2023-11-10,195124,2023-11-10 00:04:09 UTC,,,,2016-07-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Bremerton, WA #5912",3333 Wheaton Way,,Bremerton,WA,98310,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5944743,-122.6294686,2023-11-10,195126,2023-11-10 00:02:01 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Valley Supply - Silverdale,"5455 NW Newberry Hill Rd., #201",,Silverdale,WA,98383,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6356394,-122.72382779999998,2023-11-10,195127,2023-11-10 00:02:32 UTC,,,,2012-02-24,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Muckleshoot Casino,2402 Auburn Way,,Auburn,WA,98002,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2909636,-122.1953885,2023-11-10,195128,2023-11-10 00:02:04 UTC,,,,2012-02-13,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Tacoma, WA #7356",3540 N Pearl St,,Tacoma,WA,98407,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.281263,-122.516582,2023-11-10,195129,2023-11-10 00:02:01 UTC,,,,2011-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Lacey, WA #6917",8333 Martin Way East,,Lacey,WA,98516,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.056479,-122.762767,2023-11-10,195132,2023-11-10 00:02:01 UTC,,,,2011-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Cornerstone,4501 Intelco Loop SE,,Lacey,WA,98503,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.0001351,-122.8280101,2023-11-10,195133,2023-11-10 00:01:38 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Kalaloch Lodge,157151 Hwy 101,,Forks,WA,98331,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6055171,-124.3715566,2023-11-09,195135,2023-11-09 23:58:55 UTC,,,,2018-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,Olympic National Park,,,,false
ELEC,Franklin IDE,1701 SE Columbia River Drive,,Vancouver,WA,98661,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,45.615426,-122.653615,2023-11-10,195138,2023-11-10 00:02:03 UTC,,,,2012-02-04,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Willows Building D,12034 134th Court Northeast,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7088267,-122.1601307,2023-11-10,195247,2023-11-10 00:04:17 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"White River Property, LLC.","4111 ""A"" Street SE",Hours of use 5:00 am - 12 Midnight.,Auburn,WA,98002,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2768641,-122.2134697,2023-11-10,195248,2023-11-10 00:03:06 UTC,,,,2015-06-08,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Blue Lot,"712 Nollmeyer Lane, Tacoma, WA",,Tacoma,WA,98405,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2535492,-122.4469825,2023-11-10,195253,2023-11-10 00:01:38 UTC,,,,2018-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Hotel Cathlamet Rear Parking Lot,69 Main Street,,Cathlamet,WA,98612,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,46.2025755,-123.3841695,2023-11-09,195256,2023-11-09 23:58:53 UTC,,,,2021-09-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.00/Hr Parking Fee , $0.08/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false
ELEC,431004 : The Reserve at CTC,600 Southeast 177th Avenue,,Vancouver,WA,98683,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,45.6183882,-122.4917385,2023-11-09,195257,2023-11-09 23:59:31 UTC,,,,2019-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Railroad Avenue South Lot,1100 Railroad Avenue,,Bellingham,WA,98225,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.7470747,-122.48074869999999,2023-11-10,195281,2023-11-10 00:02:36 UTC,,,,2012-02-28,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Sinkiuse Square,306 Ash Street,,Moses Lake,WA,98837,,800-663-5633,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.1293765,-119.27913669999998,2023-11-10,195283,2023-11-10 00:02:05 UTC,,,,2012-03-22,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,"531632: MR Creekside, LLC",20311 52nd Avenue West,,Lynnwood,WA,98036,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8142359,-122.3016909,2023-11-09,195284,2023-11-10 00:00:05 UTC,,,,2018-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$2.00/Hr Variable Parking Fee, $0.00-$0.11/kWh Variable Energy Fee",,,,,,,,,,,,,,,,,,,false
ELEC,"Walgreens - Mercer Island, WA #3733",7707 SE 27th St,,Mercer Island,WA,98040,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5866676,-122.2340887,2023-11-10,195288,2023-11-10 00:02:01 UTC,,,,2015-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,531616 - Marion & Minor Garage,1101 Madison Street,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6091997,-122.3241094,2023-11-09,195289,2023-11-10 00:00:02 UTC,,,,2018-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
